Tipo de operación,Producto y/o Servicio ,Subproducto,Causa ,Código de Producto ,Código de Causa ,CONSULTA ,RECLAMACIÓN ,ACLARACIÓN 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Inconformidad con la aclaración de los términos del contrato ,'025711071170 ,'1005 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711071170 ,'1011 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Incumplimiento con los términos del contrato ,'025711071170 ,'1042 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711071170 ,'1058 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711071170 ,'1060 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711071170 ,'1064 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711071170 ,'1074 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711071170 ,'1075 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711071170 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025711071170 ,'1086 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711071170 ,'1101 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Información sobre la actualización de historial crediticio ,'025711071170 ,'1200 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Consulta del monto de las primas de los seguros por lo que respecta a la amortización ,'025711071170 ,'1204 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Solicitud de estados de cuenta ,'025711071170 ,'1207 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711071170 ,'1211 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Información para la cancelación de producto o servicio ,'025711071170 ,'1217 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711071170 ,'1221 ,SI ,,
Operaciones Activas ,Crédito hipotecario ,Crédito Simple (CH) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711061169 ,'1079 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Simple (CAM) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711071170 ,'1079 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Solicitud de estados de cuenta no atendida ,'025711071171 ,'0188 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con la recepción de pagos ,'025711071171 ,'0353 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711071171 ,'0413 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711071171 ,'0577 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711071171 ,'0582 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Crédito aprobado sin la entrega de recursos ,'025711071171 ,'0583 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el monto de las primas de los seguros por lo que respecta a la amortización ,'025711071171 ,'0611 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Negociación de créditos (Orientación) ,'025711071171 ,'0666 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Consulta de saldos y movimientos no atendida ,'025711071171 ,'0712 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Actualización de historial crediticio no realizada ,'025711071171 ,'0730 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Beneficios no aplicados al crédito ,'025711071171 ,'0732 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Cobro de nuevas comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711071171 ,'0734 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el monto de las primas devengadas del seguro vinculado ,'025711071171 ,'0751 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Otorgamiento de crédito a menores ,'025711071171 ,'0761 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,No entrega de acuse de recepción de la aclaración ,'025711071171 ,'0770 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Crédito no reconocido en el historial crediticio ,'025711071171 ,'0835 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Cobro de comisión por pago efectuado no aplicado ,'025711071171 ,'0840 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711071171 ,'0841 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Convenio/reestructura de pago no respetado por la Institución ,'025711071171 ,'0842 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Eliminación de historial crediticio no realizada ,'025711071171 ,'0844 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711071171 ,'0849 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711071171 ,'0850 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711071171 ,'0851 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711071171 ,'0853 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711071171 ,'0854 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el monto de la prima de los seguros y/o con la forma del pago del mismo ,'025711071171 ,'0855 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad por cambio de Aseguradora ,'025711071171 ,'0857 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711071171 ,'0858 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Crédito otorgado sin ser solicitado ni autorizado por el Usuario, cliente y/o socio ",'025711071171 ,'0913 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711071171 ,'0939 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"El Usuario, cliente y/o socio no reconoce haber celebrado contrato con la Institución ",'025711071171 ,'0940 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711071171 ,'0963 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711071171 ,'0967 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Inconformidad con el cobro de remanentes a favor del Usuario, cliente y/o socio ",'025711071171 ,'0969 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con la aclaración de los términos del contrato ,'025711071171 ,'1005 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711071171 ,'1011 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Incumplimiento con los términos del contrato ,'025711071171 ,'1042 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711071171 ,'1058 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711071171 ,'1060 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711071171 ,'1064 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711071171 ,'1074 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711071171 ,'1075 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711071171 ,'1079 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711071171 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025711071171 ,'1086 ,,SI ,SI 
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711071171 ,'1101 ,,SI ,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Información sobre la actualización de historial crediticio ,'025711071171 ,'1200 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Consulta del monto de las primas de los seguros por lo que respecta a la amortización ,'025711071171 ,'1204 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Solicitud de estados de cuenta ,'025711071171 ,'1207 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711071171 ,'1211 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,Información para la cancelación de producto o servicio ,'025711071171 ,'1217 ,SI ,,
Operaciones Activas ,Crédito para adultos mayores (pensionados o jubilados) ,Crédito Cuenta Corriente (CAM) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711071171 ,'1221 ,SI ,,
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Cobros indebidos de créditos otorgados ,'025711081172 ,'0031 ,,SI ,SI 
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Solicitud de estados de cuenta no atendida ,'025711081172 ,'0188 ,,SI ,
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Inconformidad con el cobro y/o con la prima del seguro ,'025711081172 ,'0411 ,,SI ,SI 
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711081172 ,'0413 ,,SI ,SI 
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711081172 ,'0577 ,,SI ,SI 
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711081172 ,'0582 ,,SI ,SI 
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Crédito aprobado sin la entrega de recursos ,'025711081172 ,'0583 ,,SI ,
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Inconformidad con el monto de las primas de los seguros por lo que respecta a la amortización ,'025711081172 ,'0611 ,,SI ,SI 
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Negociación de créditos (Orientación) ,'025711081172 ,'0666 ,SI ,,
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Consulta de saldos y movimientos no atendida ,'025711081172 ,'0712 ,,SI ,
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Actualización de historial crediticio no realizada ,'025711081172 ,'0730 ,,SI ,
Operaciones Activas ,Crédito personal ,Crédito Simple (CP) ,Beneficios no aplicados al crédito ,'025711081172 ,'0732 ,,SI ,
